DateTime,SpacesOccupied,PercentOccupied,
2/25/17 23:45,161,16.4453524,Staff
2/26/17 0:00,160,16.34320735,Staff
2/26/17 0:15,159,16.24106231,Staff
2/26/17 0:30,158,16.13891726,Staff
2/26/17 0:45,157,16.03677222,Staff
2/26/17 1:00,157,16.03677222,Staff
2/26/17 1:15,157,16.03677222,Staff
2/26/17 1:30,157,16.03677222,Staff
2/26/17 1:45,157,16.03677222,Staff
2/26/17 2:00,157,16.03677222,Staff
2/26/17 2:15,156,15.93462717,Staff
2/26/17 2:30,156,15.93462717,Staff
2/26/17 2:45,156,15.93462717,Staff
2/26/17 3:00,156,15.93462717,Staff
2/26/17 3:15,156,15.93462717,Staff
2/26/17 3:30,156,15.93462717,Staff
2/26/17 3:45,156,15.93462717,Staff
2/26/17 4:00,156,15.93462717,Staff
2/26/17 4:15,152,15.52604699,Staff
2/26/17 4:30,152,15.52604699,Staff
2/26/17 4:45,152,15.52604699,Staff
2/26/17 5:00,151,15.42390194,Staff
2/26/17 5:15,151,15.42390194,Staff
2/26/17 5:30,151,15.42390194,Staff
2/26/17 5:45,151,15.42390194,Staff
2/26/17 6:00,151,15.42390194,Staff
2/26/17 6:15,151,15.42390194,Staff
2/26/17 6:30,151,15.42390194,Staff
2/26/17 6:45,150,15.32175689,Staff
2/26/17 7:00,150,15.32175689,Staff
2/26/17 7:15,150,15.32175689,Staff
2/26/17 7:30,150,15.32175689,Staff
2/26/17 7:45,150,15.32175689,Staff
2/26/17 8:00,150,15.32175689,Staff
2/26/17 8:15,150,15.32175689,Staff
2/26/17 8:30,150,15.32175689,Staff
2/26/17 8:45,150,15.32175689,Staff
2/26/17 9:00,150,15.32175689,Staff
2/26/17 9:15,150,15.32175689,Staff
2/26/17 9:30,150,15.32175689,Staff
2/26/17 9:45,150,15.32175689,Staff
2/26/17 10:00,150,15.32175689,Staff
2/26/17 10:15,150,15.32175689,Staff
2/26/17 10:30,150,15.32175689,Staff
2/26/17 10:45,150,15.32175689,Staff
2/26/17 11:00,150,15.32175689,Staff
2/26/17 11:15,150,15.32175689,Staff
2/26/17 11:30,150,15.32175689,Staff
2/26/17 11:45,151,15.42390194,Staff
2/26/17 12:00,150,15.32175689,Staff
2/26/17 12:15,149,15.21961185,Staff
2/26/17 12:30,149,15.21961185,Staff
2/26/17 12:45,149,15.21961185,Staff
2/26/17 13:00,149,15.21961185,Staff
2/26/17 13:15,149,15.21961185,Staff
2/26/17 13:30,149,15.21961185,Staff
2/26/17 13:45,149,15.21961185,Staff
2/26/17 14:00,149,15.21961185,Staff
2/26/17 14:15,149,15.21961185,Staff
2/26/17 14:30,149,15.21961185,Staff
2/26/17 14:45,149,15.21961185,Staff
2/26/17 15:00,149,15.21961185,Staff
2/26/17 15:15,149,15.21961185,Staff
2/26/17 15:30,149,15.21961185,Staff
2/26/17 15:45,149,15.21961185,Staff
2/26/17 16:00,149,15.21961185,Staff
2/26/17 16:15,148,15.1174668,Staff
2/26/17 16:30,148,15.1174668,Staff
2/26/17 16:45,148,15.1174668,Staff
2/26/17 17:00,148,15.1174668,Staff
2/26/17 17:15,148,15.1174668,Staff
2/26/17 17:30,148,15.1174668,Staff
2/26/17 17:45,148,15.1174668,Staff
2/26/17 18:00,148,15.1174668,Staff
2/26/17 18:15,150,15.32175689,Staff
2/26/17 18:30,148,15.1174668,Staff
2/26/17 18:45,148,15.1174668,Staff
2/26/17 19:00,148,15.1174668,Staff
2/26/17 19:15,148,15.1174668,Staff
2/26/17 19:30,147,15.01532176,Staff
2/26/17 19:45,147,15.01532176,Staff
2/26/17 20:00,146,14.91317671,Staff
2/26/17 20:15,146,14.91317671,Staff
2/26/17 20:30,145,14.81103166,Staff
2/26/17 20:45,146,14.91317671,Staff
2/26/17 21:00,146,14.91317671,Staff
2/26/17 21:15,146,14.91317671,Staff
2/26/17 21:30,147,15.01532176,Staff
2/26/17 21:45,147,15.01532176,Staff
2/26/17 22:00,146,14.91317671,Staff
2/26/17 22:15,146,14.91317671,Staff
2/26/17 22:30,147,15.01532176,Staff
2/26/17 22:45,146,14.91317671,Staff
2/26/17 23:00,146,14.91317671,Staff
2/26/17 23:15,144,14.70888662,Staff
2/26/17 23:30,144,14.70888662,Staff
2/26/17 23:45,143,14.60674157,Staff
2/27/17 0:00,143,14.60674157,Staff
2/27/17 0:15,143,14.60674157,Staff
2/27/17 0:30,143,14.60674157,Staff
2/27/17 0:45,143,14.60674157,Staff
2/27/17 1:00,143,14.60674157,Staff
2/27/17 1:15,143,14.60674157,Staff
2/27/17 1:30,143,14.60674157,Staff
2/27/17 1:45,143,14.60674157,Staff
2/27/17 2:00,143,14.60674157,Staff
2/27/17 2:15,142,14.50459653,Staff
2/27/17 2:30,142,14.50459653,Staff
2/27/17 2:45,142,14.50459653,Staff
2/27/17 3:00,142,14.50459653,Staff
2/27/17 3:15,141,14.40245148,Staff
2/27/17 3:30,141,14.40245148,Staff
2/27/17 3:45,141,14.40245148,Staff
2/27/17 4:00,141,14.40245148,Staff
2/27/17 4:15,140,14.30030644,Staff
2/27/17 4:30,139,14.19816139,Staff
2/27/17 4:45,139,14.19816139,Staff
2/27/17 5:00,139,14.19816139,Staff
2/27/17 5:15,139,14.19816139,Staff
2/27/17 5:30,139,14.19816139,Staff
2/27/17 5:45,139,14.19816139,Staff
2/27/17 6:00,139,14.19816139,Staff
2/27/17 6:15,139,14.19816139,Staff
2/27/17 6:30,139,14.19816139,Staff
2/27/17 6:45,138,14.09601634,Staff
2/27/17 7:00,138,14.09601634,Staff
2/27/17 7:15,138,14.09601634,Staff
2/27/17 7:30,138,14.09601634,Staff
2/27/17 7:45,83,0,Staff
2/27/17 8:00,83,0,Staff
2/27/17 8:15,83,0,Staff
2/27/17 8:30,83,0,Staff
2/27/17 8:45,137,13.9938713,Staff
2/27/17 9:00,137,13.9938713,Staff
2/27/17 9:15,137,13.9938713,Staff
2/27/17 9:30,137,13.9938713,Staff
2/27/17 9:45,137,13.9938713,Staff
2/27/17 10:00,137,13.9938713,Staff
2/27/17 10:15,138,14.09601634,Staff
2/27/17 10:30,138,14.09601634,Staff
2/27/17 10:45,146,14.91317671,Staff
2/27/17 11:00,151,15.42390194,Staff
2/27/17 11:15,161,16.4453524,Staff
2/27/17 11:30,178,18.18181818,Staff
2/27/17 11:45,201,20.53115424,Staff
2/27/17 12:00,239,24.41266599,Staff
2/27/17 12:15,257,26.25127681,Staff
2/27/17 12:30,284,29.00919305,Staff
2/27/17 12:45,343,35.03575077,Staff
2/27/17 13:00,417,42.59448417,Staff
2/27/17 13:15,485,49.54034729,Staff
2/27/17 13:30,551,56.28192033,Staff
2/27/17 13:45,631,64.453524,Staff
2/27/17 14:00,730,74.56588355,Staff
2/27/17 14:15,807,82.43105209,Staff
2/27/17 14:30,858,87.64044944,Staff
2/27/17 14:45,902,92.13483146,Staff
2/27/17 15:00,925,94.48416752,Staff
2/27/17 15:15,935,95.50561798,Staff
2/27/17 15:30,944,96.42492339,Staff
2/27/17 15:45,949,96.93564862,Staff
2/27/17 16:00,957,97.75280899,Staff
2/27/17 16:15,959,97.95709908,Staff
2/27/17 16:30,955,97.5485189,Staff
2/27/17 16:45,964,98.46782431,Staff
2/27/17 17:00,970,99.08069459,Staff
2/27/17 17:15,963,98.36567926,Staff
2/27/17 17:30,954,97.44637385,Staff
2/27/17 17:45,954,97.44637385,Staff
2/27/17 18:00,944,96.42492339,Staff
2/27/17 18:15,947,96.73135853,Staff
2/27/17 18:30,941,96.11848825,Staff
2/27/17 18:45,944,96.42492339,Staff
2/27/17 19:00,947,96.73135853,Staff
2/27/17 19:15,931,95.09703779,Staff
2/27/17 19:30,930,94.99489275,Staff
2/27/17 19:45,924,94.38202247,Staff
2/27/17 20:00,916,93.5648621,Staff
2/27/17 20:15,905,92.4412666,Staff
2/27/17 20:30,885,90.39836568,Staff
2/27/17 20:45,859,87.74259448,Staff
2/27/17 21:00,833,85.08682329,Staff
2/27/17 21:15,778,79.46884576,Staff
2/27/17 21:30,725,74.05515832,Staff
2/27/17 21:45,672,68.64147089,Staff
2/27/17 22:00,627,64.04494382,Staff
2/27/17 22:15,555,56.69050051,Staff
2/27/17 22:30,477,48.72318693,Staff
2/27/17 22:45,406,41.47088866,Staff
2/27/17 23:00,348,35.546476,Staff
2/27/17 23:15,304,31.05209397,Staff
2/27/17 23:30,267,27.27272727,Staff
2/27/17 23:45,228,23.28907048,Staff
2/28/17 0:00,197,20.12257406,Staff
2/28/17 0:15,175,17.87538304,Staff
2/28/17 0:30,155,15.83248212,Staff
2/28/17 0:45,148,15.1174668,Staff
2/28/17 1:00,138,14.09601634,Staff
2/28/17 1:15,133,13.58529111,Staff
2/28/17 1:30,130,13.27885598,Staff
2/28/17 1:45,126,12.87027579,Staff
2/28/17 2:00,120,12.25740552,Staff
2/28/17 2:15,118,12.05311542,Staff
2/28/17 2:30,117,11.95097038,Staff
2/28/17 2:45,116,11.84882533,Staff
2/28/17 3:00,108,11.03166496,Staff
2/28/17 3:15,103,10.52093973,Staff
2/28/17 3:30,103,10.52093973,Staff
2/28/17 3:45,103,10.52093973,Staff
2/28/17 4:00,102,10.41879469,Staff
2/28/17 4:15,100,10.2145046,Staff
2/28/17 4:30,100,10.2145046,Staff
2/28/17 4:45,100,10.2145046,Staff
2/28/17 5:00,99,10.11235955,Staff
2/28/17 5:15,98,10.0102145,Staff
2/28/17 5:30,98,10.0102145,Staff
2/28/17 5:45,99,10.11235955,Staff
2/28/17 6:00,99,10.11235955,Staff
2/28/17 6:15,98,10.0102145,Staff
2/28/17 6:30,98,10.0102145,Staff
2/28/17 6:45,98,10.0102145,Staff
2/28/17 7:00,98,10.0102145,Staff
2/28/17 7:15,98,10.0102145,Staff
2/28/17 7:30,98,10.0102145,Staff
2/28/17 7:45,98,10.0102145,Staff
2/28/17 8:00,98,10.0102145,Staff
2/28/17 8:15,98,10.0102145,Staff
2/28/17 8:30,98,10.0102145,Staff
2/28/17 8:45,98,10.0102145,Staff
2/28/17 9:00,98,10.0102145,Staff
2/28/17 9:15,98,10.0102145,Staff
2/28/17 9:30,98,10.0102145,Staff
2/28/17 9:45,98,10.0102145,Staff
2/28/17 10:00,98,10.0102145,Staff
2/28/17 10:15,102,10.41879469,Staff
2/28/17 10:30,104,10.62308478,Staff
2/28/17 10:45,109,11.13381001,Staff
2/28/17 11:00,116,11.84882533,Staff
2/28/17 11:15,128,13.07456588,Staff
2/28/17 11:30,139,14.19816139,Staff
2/28/17 11:45,157,16.03677222,Staff
2/28/17 12:00,202,20.63329928,Staff
2/28/17 12:15,252,25.74055158,Staff
2/28/17 12:30,301,30.74565884,Staff
2/28/17 12:45,355,36.26149132,Staff
2/28/17 13:00,424,43.30949949,Staff
2/28/17 13:15,509,51.9918284,Staff
2/28/17 13:30,604,61.69560776,Staff
2/28/17 13:45,688,70.27579162,Staff
2/28/17 14:00,780,79.67313585,Staff
2/28/17 14:15,832,84.98467824,Staff
2/28/17 14:30,874,89.27477017,Staff
2/28/17 14:45,910,92.95199183,Staff
2/28/17 15:00,933,95.30132789,Staff
2/28/17 15:15,970,99.08069459,Staff
2/28/17 15:30,918,93.7691522,Staff
2/28/17 15:45,919,93.87129724,Staff
2/28/17 16:00,917,93.66700715,Staff
2/28/17 16:15,976,99.69356486,Staff
2/28/17 16:30,980,100.102145,Staff
2/28/17 16:45,980,100.102145,Staff
2/28/17 17:00,983,100.4085802,Staff
2/28/17 17:15,978,99.89785495,Staff
2/28/17 17:30,979,100,Staff
2/28/17 17:45,974,99.48927477,Staff
2/28/17 18:00,969,98.97854954,Staff
2/28/17 18:15,968,98.87640449,Staff
2/28/17 18:30,964,98.46782431,Staff
2/28/17 18:45,971,99.18283963,Staff
2/28/17 19:00,965,98.56996936,Staff
2/28/17 19:15,966,98.6721144,Staff
2/28/17 19:30,957,97.75280899,Staff
2/28/17 19:45,946,96.62921348,Staff
2/28/17 20:00,939,95.91419816,Staff
2/28/17 20:15,928,94.79060266,Staff
2/28/17 20:30,901,92.03268641,Staff
2/28/17 20:45,869,88.76404494,Staff
2/28/17 21:00,843,86.10827375,Staff
2/28/17 21:15,793,81.00102145,Staff
2/28/17 21:30,764,78.03881512,Staff
2/28/17 21:45,703,71.80796731,Staff
2/28/17 22:00,642,65.57711951,Staff
2/28/17 22:15,568,58.01838611,Staff
2/28/17 22:30,483,49.3360572,Staff
2/28/17 22:45,417,42.59448417,Staff
2/28/17 23:00,350,35.75076609,Staff
2/28/17 23:15,301,30.74565884,Staff
2/28/17 23:30,265,27.06843718,Staff
2/28/17 23:45,233,23.79979571,Staff
3/1/17 0:00,205,20.93973442,Staff
3/1/17 0:15,181,18.48825332,Staff
3/1/17 0:30,174,17.773238,Staff
3/1/17 0:45,169,17.26251277,Staff
3/1/17 1:00,161,16.4453524,Staff
3/1/17 1:15,156,15.93462717,Staff
3/1/17 1:30,154,15.73033708,Staff
3/1/17 1:45,147,15.01532176,Staff
3/1/17 2:00,141,14.40245148,Staff
3/1/17 2:15,137,13.9938713,Staff
3/1/17 2:30,132,13.48314607,Staff
3/1/17 2:45,130,13.27885598,Staff
3/1/17 3:00,130,13.27885598,Staff
3/1/17 3:15,125,12.76813075,Staff
3/1/17 3:30,122,12.46169561,Staff
3/1/17 3:45,121,12.35955056,Staff
3/1/17 4:00,120,12.25740552,Staff
3/1/17 4:15,118,12.05311542,Staff
3/1/17 4:30,117,11.95097038,Staff
3/1/17 4:45,115,11.74668029,Staff
3/1/17 5:00,115,11.74668029,Staff
3/1/17 5:15,115,11.74668029,Staff
3/1/17 5:30,115,11.74668029,Staff
3/1/17 5:45,115,11.74668029,Staff
3/1/17 6:00,114,11.64453524,Staff
3/1/17 6:15,114,11.64453524,Staff
3/1/17 6:30,112,11.44024515,Staff
3/1/17 6:45,112,11.44024515,Staff
3/1/17 7:00,112,11.44024515,Staff
3/1/17 7:15,112,11.44024515,Staff
3/1/17 7:30,112,11.44024515,Staff
3/1/17 7:45,112,11.44024515,Staff
3/1/17 8:00,112,11.44024515,Staff
3/1/17 8:15,112,11.44024515,Staff
3/1/17 8:30,112,11.44024515,Staff
3/1/17 8:45,112,11.44024515,Staff
3/1/17 9:00,112,11.44024515,Staff
3/1/17 9:15,112,11.44024515,Staff
3/1/17 9:30,112,11.44024515,Staff
3/1/17 9:45,112,11.44024515,Staff
3/1/17 10:00,112,11.44024515,Staff
3/1/17 10:15,113,11.54239019,Staff
3/1/17 10:30,114,11.64453524,Staff
3/1/17 10:45,119,12.15526047,Staff
3/1/17 11:00,124,12.6659857,Staff
3/1/17 11:15,131,13.38100102,Staff
3/1/17 11:30,141,14.40245148,Staff
3/1/17 11:45,164,16.75178754,Staff
3/1/17 12:00,201,20.53115424,Staff
3/1/17 12:15,240,24.51481103,Staff
3/1/17 12:30,284,29.00919305,Staff
3/1/17 12:45,338,34.52502554,Staff
3/1/17 13:00,405,41.36874362,Staff
3/1/17 13:15,487,49.74463739,Staff
3/1/17 13:30,575,58.73340143,Staff
3/1/17 13:45,651,66.49642492,Staff
3/1/17 14:00,734,74.97446374,Staff
3/1/17 14:15,797,81.40960163,Staff
3/1/17 14:30,823,84.06537283,Staff
3/1/17 14:45,837,85.49540347,Staff
3/1/17 15:00,848,86.61899898,Staff
3/1/17 15:15,858,87.64044944,Staff
3/1/17 15:30,921,94.07558733,Staff
3/1/17 15:45,927,94.68845761,Staff
3/1/17 16:00,930,94.99489275,Staff
3/1/17 16:15,937,95.70990807,Staff
3/1/17 16:30,943,96.32277835,Staff
3/1/17 16:45,946,96.62921348,Staff
3/1/17 17:00,948,96.83350358,Staff
3/1/17 17:15,952,97.24208376,Staff
3/1/17 17:30,955,97.5485189,Staff
3/1/17 17:45,959,97.95709908,Staff
3/1/17 18:00,965,98.56996936,Staff
3/1/17 18:15,974,99.48927477,Staff
3/1/17 18:30,979,100,Staff
3/1/17 18:45,985,100.6128703,Staff
3/1/17 19:00,986,100.7150153,Staff
3/1/17 19:15,985,100.6128703,Staff
3/1/17 19:30,989,101.0214505,Staff
3/1/17 19:45,988,100.9193054,Staff
3/1/17 20:00,988,100.9193054,Staff
3/1/17 20:15,985,100.6128703,Staff
3/1/17 20:30,984,100.5107252,Staff
3/1/17 20:45,977,99.79570991,Staff
3/1/17 21:00,975,99.59141982,Staff
3/1/17 21:15,937,95.70990807,Staff
3/1/17 21:30,898,91.72625128,Staff
3/1/17 21:45,847,86.51685393,Staff
3/1/17 22:00,793,81.00102145,Staff
3/1/17 22:15,727,74.25944842,Staff
3/1/17 22:30,652,66.59856997,Staff
3/1/17 22:45,586,59.85699694,Staff
3/1/17 23:00,542,55.36261491,Staff
3/1/17 23:15,498,50.86823289,Staff
3/1/17 23:30,467,47.70173647,Staff
3/1/17 23:45,436,44.53524004,Staff
3/2/17 0:00,418,42.69662921,Staff
3/2/17 0:15,400,40.85801839,Staff
3/2/17 0:30,387,39.53013279,Staff
3/2/17 0:45,375,38.30439224,Staff
3/2/17 1:00,370,37.79366701,Staff
3/2/17 1:15,368,37.58937692,Staff
3/2/17 1:30,365,37.28294178,Staff
3/2/17 1:45,365,37.28294178,Staff
3/2/17 2:00,363,37.07865169,Staff
3/2/17 2:15,361,36.87436159,Staff
3/2/17 2:30,361,36.87436159,Staff
3/2/17 2:45,360,36.77221655,Staff
3/2/17 3:00,360,36.77221655,Staff
3/2/17 3:15,357,36.46578141,Staff
3/2/17 3:30,357,36.46578141,Staff
3/2/17 3:45,356,36.36363636,Staff
3/2/17 4:00,355,36.26149132,Staff
3/2/17 4:15,354,36.15934627,Staff
3/2/17 4:30,354,36.15934627,Staff
3/2/17 4:45,352,35.95505618,Staff
3/2/17 5:00,351,35.85291113,Staff
3/2/17 5:15,350,35.75076609,Staff
3/2/17 5:30,351,35.85291113,Staff
3/2/17 5:45,350,35.75076609,Staff
3/2/17 6:00,350,35.75076609,Staff
3/2/17 6:15,350,35.75076609,Staff
3/2/17 6:30,350,35.75076609,Staff
3/2/17 6:45,350,35.75076609,Staff
3/2/17 7:00,350,35.75076609,Staff
3/2/17 7:15,350,35.75076609,Staff
3/2/17 7:30,350,35.75076609,Staff
3/2/17 7:45,350,35.75076609,Staff
3/2/17 8:00,350,35.75076609,Staff
3/2/17 8:15,350,35.75076609,Staff
3/2/17 8:30,350,35.75076609,Staff
3/2/17 8:45,350,35.75076609,Staff
3/2/17 9:00,350,35.75076609,Staff
3/2/17 9:15,350,35.75076609,Staff
3/2/17 9:30,351,35.85291113,Staff
3/2/17 9:45,352,35.95505618,Staff
3/2/17 10:00,352,35.95505618,Staff
3/2/17 10:15,353,36.05720123,Staff
3/2/17 10:30,356,36.36363636,Staff
3/2/17 10:45,363,37.07865169,Staff
3/2/17 11:00,375,38.30439224,Staff
3/2/17 11:15,384,39.22369765,Staff
3/2/17 11:30,406,41.47088866,Staff
3/2/17 11:45,424,43.30949949,Staff
3/2/17 12:00,210,21.45045965,Staff
3/2/17 12:15,241,24.61695608,Staff
3/2/17 12:30,283,28.90704801,Staff
3/2/17 12:45,336,34.32073544,Staff
3/2/17 13:00,420,42.90091931,Staff
3/2/17 13:15,509,51.9918284,Staff
3/2/17 13:30,569,58.12053115,Staff
3/2/17 13:45,659,67.31358529,Staff
3/2/17 14:00,752,76.81307457,Staff
3/2/17 14:15,819,83.65679265,Staff
3/2/17 14:30,878,89.68335036,Staff
3/2/17 14:45,905,92.4412666,Staff
3/2/17 15:00,921,94.07558733,Staff
3/2/17 15:15,926,94.58631256,Staff
3/2/17 15:30,926,94.58631256,Staff
3/2/17 15:45,927,94.68845761,Staff
3/2/17 16:00,925,94.48416752,Staff
3/2/17 16:15,930,94.99489275,Staff
3/2/17 16:30,934,95.40347293,Staff
3/2/17 16:45,932,95.19918284,Staff
3/2/17 17:00,927,94.68845761,Staff
3/2/17 17:15,929,94.8927477,Staff
3/2/17 17:30,920,93.97344229,Staff
3/2/17 17:45,923,94.27987743,Staff
3/2/17 18:00,923,94.27987743,Staff
3/2/17 18:15,917,93.66700715,Staff
3/2/17 18:30,919,93.87129724,Staff
3/2/17 18:45,914,93.36057201,Staff
3/2/17 19:00,913,93.25842697,Staff
3/2/17 19:15,907,92.64555669,Staff
3/2/17 19:30,896,91.52196118,Staff
3/2/17 19:45,887,90.60265577,Staff
3/2/17 20:00,875,89.37691522,Staff
3/2/17 20:15,858,87.64044944,Staff
3/2/17 20:30,838,85.59754852,Staff
3/2/17 20:45,813,83.04392237,Staff
3/2/17 21:00,779,79.57099081,Staff
3/2/17 21:15,743,75.89376915,Staff
3/2/17 21:30,703,71.80796731,Staff
3/2/17 21:45,644,65.7814096,Staff
3/2/17 22:00,601,61.38917263,Staff
3/2/17 22:15,543,55.46475996,Staff
3/2/17 22:30,470,48.0081716,Staff
3/2/17 22:45,401,40.96016343,Staff
3/2/17 23:00,351,35.85291113,Staff
3/2/17 23:15,300,30.64351379,Staff
3/2/17 23:30,260,26.55771195,Staff
3/2/17 23:45,237,24.20837589,Staff
3/3/17 0:00,207,21.14402451,Staff
3/3/17 0:15,189,19.30541369,Staff
3/3/17 0:30,178,18.18181818,Staff
3/3/17 0:45,159,16.24106231,Staff
3/3/17 1:00,156,15.93462717,Staff
3/3/17 1:15,155,15.83248212,Staff
3/3/17 1:30,152,15.52604699,Staff
3/3/17 1:45,141,14.40245148,Staff
3/3/17 2:00,135,13.78958121,Staff
3/3/17 2:15,129,13.17671093,Staff
3/3/17 2:30,126,12.87027579,Staff
3/3/17 2:45,126,12.87027579,Staff
3/3/17 3:00,125,12.76813075,Staff
3/3/17 3:15,118,12.05311542,Staff
3/3/17 3:30,118,12.05311542,Staff
3/3/17 3:45,117,11.95097038,Staff
3/3/17 4:00,116,11.84882533,Staff
3/3/17 4:15,116,11.84882533,Staff
3/3/17 4:30,115,11.74668029,Staff
3/3/17 4:45,113,11.54239019,Staff
3/3/17 5:00,113,11.54239019,Staff
3/3/17 5:15,112,11.44024515,Staff
3/3/17 5:30,112,11.44024515,Staff
3/3/17 5:45,112,11.44024515,Staff
3/3/17 6:00,112,11.44024515,Staff
3/3/17 6:15,112,11.44024515,Staff
3/3/17 6:30,112,11.44024515,Staff
3/3/17 6:45,112,11.44024515,Staff
3/3/17 7:00,112,11.44024515,Staff
3/3/17 7:15,112,11.44024515,Staff
3/3/17 7:30,112,11.44024515,Staff
3/3/17 7:45,112,11.44024515,Staff
3/3/17 8:00,112,11.44024515,Staff
3/3/17 8:15,112,11.44024515,Staff
3/3/17 8:30,112,11.44024515,Staff
3/3/17 8:45,112,11.44024515,Staff
3/3/17 9:00,113,11.54239019,Staff
3/3/17 9:15,112,11.44024515,Staff
3/3/17 9:30,113,11.54239019,Staff
3/3/17 9:45,113,11.54239019,Staff
3/3/17 10:00,113,11.54239019,Staff
3/3/17 10:15,113,11.54239019,Staff
3/3/17 10:30,114,11.64453524,Staff
3/3/17 10:45,120,12.25740552,Staff
3/3/17 11:00,130,13.27885598,Staff
3/3/17 11:15,139,14.19816139,Staff
3/3/17 11:30,155,15.83248212,Staff
3/3/17 11:45,172,17.56894791,Staff
3/3/17 12:00,189,19.30541369,Staff
3/3/17 12:15,208,21.24616956,Staff
3/3/17 12:30,240,24.51481103,Staff
3/3/17 12:45,278,28.39632278,Staff
3/3/17 13:00,317,32.37997957,Staff
3/3/17 13:15,385,39.3258427,Staff
3/3/17 13:30,426,43.51378958,Staff
3/3/17 13:45,489,49.94892748,Staff
3/3/17 14:00,546,55.7711951,Staff
3/3/17 14:15,585,59.75485189,Staff
3/3/17 14:30,616,62.92134831,Staff
3/3/17 14:45,632,64.55566905,Staff
3/3/17 15:00,647,66.08784474,Staff
3/3/17 15:15,656,67.00715015,Staff
3/3/17 15:30,661,67.51787538,Staff
3/3/17 15:45,668,68.2328907,Staff
3/3/17 16:00,663,67.72216547,Staff
3/3/17 16:15,662,67.62002043,Staff
3/3/17 16:30,655,66.90500511,Staff
3/3/17 16:45,654,66.80286006,Staff
3/3/17 17:00,647,66.08784474,Staff
3/3/17 17:15,643,65.67926456,Staff
3/3/17 17:30,635,64.86210419,Staff
3/3/17 17:45,638,65.16853933,Staff
3/3/17 18:00,642,65.57711951,Staff
3/3/17 18:15,639,65.27068437,Staff
3/3/17 18:30,635,64.86210419,Staff
3/3/17 18:45,634,64.75995914,Staff
3/3/17 19:00,629,64.24923391,Staff
3/3/17 19:15,627,64.04494382,Staff
3/3/17 19:30,619,63.22778345,Staff
3/3/17 19:45,607,62.0020429,Staff
3/3/17 20:00,600,61.28702758,Staff
3/3/17 20:15,590,60.26557712,Staff
3/3/17 20:30,561,57.30337079,Staff
3/3/17 20:45,536,54.74974464,Staff
3/3/17 21:00,510,52.09397344,Staff
3/3/17 21:15,461,47.08886619,Staff
3/3/17 21:30,431,44.02451481,Staff
3/3/17 21:45,407,41.57303371,Staff
3/3/17 22:00,368,37.58937692,Staff
3/3/17 22:15,323,32.99284985,Staff
3/3/17 22:30,267,27.27272727,Staff
3/3/17 22:45,230,23.49336057,Staff
3/3/17 23:00,207,21.14402451,Staff
3/3/17 23:15,193,19.71399387,Staff
3/3/17 23:30,186,18.99897855,Staff
3/3/17 23:45,172,17.56894791,Staff
3/4/17 0:00,168,17.16036772,Staff
3/4/17 0:15,160,16.34320735,Staff
3/4/17 0:30,158,16.13891726,Staff
3/4/17 0:45,156,15.93462717,Staff
3/4/17 1:00,155,15.83248212,Staff
3/4/17 1:15,220,22.47191011,Staff
3/4/17 1:30,219,22.36976507,Staff
3/4/17 1:45,218,22.26762002,Staff
3/4/17 2:00,217,22.16547497,Staff
3/4/17 2:15,216,22.06332993,Staff
3/4/17 2:30,216,22.06332993,Staff
3/4/17 2:45,214,21.85903984,Staff
3/4/17 3:00,214,21.85903984,Staff
3/4/17 3:15,212,21.65474974,Staff
3/4/17 3:30,212,21.65474974,Staff
3/4/17 3:45,211,21.5526047,Staff
3/4/17 4:00,208,21.24616956,Staff
3/4/17 4:15,209,21.34831461,Staff
3/4/17 4:30,206,21.04187947,Staff
3/4/17 4:45,205,20.93973442,Staff
3/4/17 5:00,205,20.93973442,Staff
3/4/17 5:15,205,20.93973442,Staff
3/4/17 5:30,205,20.93973442,Staff
3/4/17 5:45,205,20.93973442,Staff
3/4/17 6:00,205,20.93973442,Staff
3/4/17 6:15,205,20.93973442,Staff
3/4/17 6:30,205,20.93973442,Staff
3/4/17 6:45,205,20.93973442,Staff
3/4/17 7:00,205,20.93973442,Staff
3/4/17 7:15,205,20.93973442,Staff
3/4/17 7:30,205,20.93973442,Staff
3/4/17 7:45,205,20.93973442,Staff
3/4/17 8:00,205,20.93973442,Staff
3/4/17 8:15,205,20.93973442,Staff
3/4/17 8:30,205,20.93973442,Staff
3/4/17 8:45,205,20.93973442,Staff
3/4/17 9:00,205,20.93973442,Staff
3/4/17 9:15,205,20.93973442,Staff
3/4/17 9:30,205,20.93973442,Staff
3/4/17 9:45,205,20.93973442,Staff
3/4/17 10:00,205,20.93973442,Staff
3/4/17 10:15,205,20.93973442,Staff
3/4/17 10:30,205,20.93973442,Staff
3/4/17 10:45,205,20.93973442,Staff
3/4/17 11:00,205,20.93973442,Staff
3/4/17 11:15,208,21.24616956,Staff
3/4/17 11:30,208,21.24616956,Staff
3/4/17 11:45,208,21.24616956,Staff
3/4/17 12:00,208,21.24616956,Staff
3/4/17 12:15,209,21.34831461,Staff
3/4/17 12:30,208,21.24616956,Staff
3/4/17 12:45,207,21.14402451,Staff
3/4/17 13:00,207,21.14402451,Staff
3/4/17 13:15,209,21.34831461,Staff
3/4/17 13:30,208,21.24616956,Staff
3/4/17 13:45,208,21.24616956,Staff
3/4/17 14:00,208,21.24616956,Staff
3/4/17 14:15,210,21.45045965,Staff
3/4/17 14:30,210,21.45045965,Staff
